요양기관명,총 의사 수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
최규환치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최근배치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최근준치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최기영치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최기찬치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최길수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최낙구치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최낙준치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최남식치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최대균 남광호 치과의원,3,0,0,0,0,2,0,0,1,0,0,0,0,0
최대우치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최덕천치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최동준치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최미치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최병규치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최병하치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
최상룡치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최상용치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최상윤치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최상현치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최상희치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최석진치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최선애(愛)치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최선원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최선치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최선치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최성렬치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최성연치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최성제치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최성호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최세원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최송림치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최수진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최승규치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최승모치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최승열치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최승훈치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최신치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최신치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최앤이치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
최앤최치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
최양서치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최연석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최영권치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최영규치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최영식치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최영욱치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최영철치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최용남치과의원,4,0,0,0,0,2,0,0,2,0,0,0,0,0
최용묵치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최용석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최용석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최용성치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최용진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최용철연합치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최용호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최우석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최우수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최우창치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최욱치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최욱환치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최웅대치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최웅재치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최웅진치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최원영치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최원종치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최원혁사랑니치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최유상치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최유석치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최유정치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최윤정치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최윤호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최은석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최은아치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최은종치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최인호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최인호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최재기치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최재명치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최재성치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최재영치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
최재영치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최재혁치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최재홍치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최정원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최정호치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최종명치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최종석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최종운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최종인치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최종호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최종호치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최주용치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최주현치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최지원의 e-좋은나라치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최지원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최진석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최진영치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최진욱치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최진웅치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최진희치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최창수치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
최철민치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,3,0,0,0,0,1,0,0,2,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최치원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최태민치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최태수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최태식치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최택휴치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최현수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최현용치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
최형수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최호근치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최호수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최홍석치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최화수치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
최희동치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
춘천어린이치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
춘천예치과의원,9,0,0,0,0,2,0,0,7,0,0,0,0,0
춘천클라인치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
춘추치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
충무로치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
충무치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
충용치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
충용치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
충정로예치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
충주서울연세치과의원,4,0,0,0,0,0,0,0,4,0,0,0,0,0
충주열린치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
충주치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
충주타임치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
충주하나치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"치과, 더 젠틀 치과의원",2,0,0,0,0,0,0,0,2,0,0,0,0,0
치과가는날치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
치과다운 치과교정과 치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
치과다운 치과의원,3,0,0,0,0,0,0,0,3,0,0,0,0,0
치과다움치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치과로와치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
치과명작치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
치과미학치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치과의정석치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치과의정석치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
치아가즐거운락치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아나라234치과의원,3,0,0,0,0,1,0,0,2,0,0,0,0,0
치아나라치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치아나라치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아나라치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치아나라치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아림치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아림치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
치아림치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
치아미치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아발전소치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아사랑치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아세상치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아세상치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치아엔치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치우치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
치우치과의원,4,0,0,0,0,4,0,0,0,0,0,0,0,0
치우치과의원,3,0,0,0,0,3,0,0,0,0,0,0,0,0
치우치과의원(상무점),4,0,0,0,0,3,0,0,1,0,0,0,0,0
치유치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치유플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치즈치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치카치카소아치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치카푸카소아치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
치클치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
치하임치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
친구들치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한 치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
친절한김치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
친절한변치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한서치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한이치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한임치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
친절한호치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한홍치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한홍치과의원,3,0,0,0,0,2,0,0,1,0,0,0,0,0
친절한홍치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
친절한홍치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
친절한홍치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
칠곡레오치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡리더스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
칠곡맥치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡명인치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡바른송치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡스마일치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
칠곡연세치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡열린치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡하얀림치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
칠곡한빛치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
칠곡현대치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
침산동아치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
침산아름다운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
침산이튼튼치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
침산흰돌치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
카라치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
카이노스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
카이스트부속치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
카이스트용치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
카이스트치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
카이스트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
카이저치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
캐슬부부치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
캐슬치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
캐슬치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
캘리포니아미형치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
캘리포니아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
캘리포니아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
캘리포니아치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
캘리포니아치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
캘리포니아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
캘리포니아치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
캠퍼스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
캠프나인치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
커낼여름치과보존과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
커스텀치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
컬럼비아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
컬럼비아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
케이라인치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
케이에스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
케이치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
케이플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
케이플란트치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
케이플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코끼리치과의원,5,0,0,0,0,3,0,0,2,0,0,0,0,0
코랄치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
코리아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코스모스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코스모스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코스모연세치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
코아부부치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
코아성원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코아치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코엑스제치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코오롱부부치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
코코치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
콤마치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
콧숨치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
콩세알치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
콩세알튼튼치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐브치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
큐앤에이 치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
큐원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐프라임가산치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐프라임동암치과의원,3,0,0,0,0,2,0,0,1,0,0,0,0,0
큐프라임부천치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐프라임소풍치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
큐프라임인하치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
큐플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큐플란트치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
크라운치과보철과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
크라운치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크로스디치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
크리덴트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스마스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크리스탈치과의원,4,0,0,0,0,4,0,0,0,0,0,0,0,0
크리스탈치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
크림치과의원,7,0,0,0,0,2,0,0,5,0,0,0,0,0
큰나무치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큰바위치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큰별치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큰뿌리치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큰사랑치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
큰사랑치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큰숲맑은샘치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
큰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
큰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
큰플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
클라리티치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
클래스원치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
클래식치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
클로버치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
클리브랜드치과교정과치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
클리어치과교정과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
클리어치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
클리오치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
클린디치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
클린연세치주과치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
클린이치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
클린치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
클린치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
클린치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키노치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키다리아저씨 치과교정과 치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
키엘치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈니치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈라이크치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈빌치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈스마일치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈앤 맘 치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈앤드림치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈앤맘치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈앤어린이치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈앤주니어치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈앤쥬니어치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈앤패밀리치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈앤패밀리치과의원,4,0,0,0,0,1,0,0,3,0,0,0,0,0
키즈앤패밀리치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
키즈엔젤치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈엔젤치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈웰치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈웰치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
키즈클라인치과의원,2,0,0,0,0,0,0,0,2,0,0,0,0,0
키즈파파치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈프라임치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
키즈현치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스주니어치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스치과의원,2,0,0,0,0,1,0,0,1,0,0,0,0,0
킴스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
킴스치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
킴스치과의원,1,0,0,0,0,0,0,0,1,0,0,0,0,0
킴스치과의원,2,0,0,0,0,2,0,0,0,0,0,0,0,0
킴스플란트치과의원,1,0,0,0,0,1,0,0,0,0,0,0,0,0
